customer_id,line_id,product_type,agreement_number,eip_imei,usage_imei,imei_mismatch_flag,missing_usage_imei_flag,eip_mismatch_flag,upstream_friction_risk_flag,imei_anomaly_type
C0002216,LINE-000005286,voice,EIP-1975890825,143354866115140.0,214030208732210.0,1,0,0,1,
C0002222,LINE-000005298,voice,EIP-7334611007,879652613439214.0,22949735736741.0,1,0,0,1,
C0002227,LINE-000005311,voice,EIP-8741156085,691797802029802.0,751530658660085.0,1,0,0,1,
C0002227,LINE-000005313,voice,EIP-2074017902,146159324294036.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002241,LINE-000005349,5g_home_internet,EIP-5509371686,458156048836323.0,657411521937682.0,1,0,0,1,
C0002244,LINE-000005356,voice,EIP-4145250805,643377479948138.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002246,LINE-000005362,voice,EIP-6847551948,159646825908445.0,353876076323530.0,1,0,0,1,
C0002257,LINE-000005385,voice,EIP-4403476061,333514611993882.0,638886803326395.0,1,0,0,1,imei_mismatch_swap
C0002257,LINE-000005386,voice,EIP-2317502035,638886803326395.0,333514611993882.0,1,0,0,1,imei_mismatch_swap
C0002262,LINE-000005403,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0002263,LINE-000005406,voice,EIP-9820842824,264050033189470.0,107367787953571.0,1,0,0,1,imei_mismatch_swap
C0002263,LINE-000005407,voice,EIP-8377187034,107367787953571.0,535400073374346.0,1,0,0,1,imei_mismatch_swap
C0002264,LINE-000005412,voice,EIP-3108296234,213906251676275.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002273,LINE-000005434,voice,EIP-7509671649,942425857214531.0,49762510609124.0,1,0,0,1,imei_mismatch_swap
C0002273,LINE-000005435,voice,EIP-9278741296,954255982882119.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002273,LINE-000005436,voice,EIP-4855465937,49762510609124.0,942425857214531.0,1,0,0,1,imei_mismatch_swap
C0002277,LINE-000005442,voice,EIP-4343693058,54139424026548.0,639476836637632.0,1,0,0,1,imei_mismatch_swap
C0002277,LINE-000005443,voice,EIP-4889067149,639476836637632.0,54139424026548.0,1,0,0,1,imei_mismatch_swap
C0002278,LINE-000005448,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0002279,LINE-000005450,voice,EIP-8992908604,48098802948505.0,972316231818976.0,1,0,0,1,imei_mismatch_swap
C0002279,LINE-000005452,voice,EIP-5150202372,972316231818976.0,48098802948505.0,1,0,0,1,imei_mismatch_swap
C0002282,LINE-000005461,5g_home_internet,EIP-9955952881,781326144178834.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002289,LINE-000005472,voice,EIP-4413958124,384302355979482.0,380615038822054.0,1,0,0,1,imei_mismatch_swap
C0002289,LINE-000005474,voice,EIP-2123525255,380615038822054.0,384302355979482.0,1,0,0,1,imei_mismatch_swap
C0002300,LINE-000005495,voice,EIP-8744138984,166680152112876.0,965949004138791.0,1,0,0,1,
C0002301,LINE-000005498,5g_home_internet,EIP-2948475814,84295223948804.0,194251772557632.0,1,0,0,1,
C0002302,LINE-000005499,voice,EIP-7445825093,164010976551970.0,749308027482662.0,1,0,0,1,
C0002302,LINE-000005500,voice,EIP-9387808681,985585133641777.0,749308027482662.0,1,0,0,1,
C0002304,LINE-000005504,voice,EIP-4403744410,121169315465797.0,327852915336386.0,1,0,0,1,
C0002309,LINE-000005514,voice,EIP-9203178590,897161121958652.0,764706094362263.0,1,0,0,1,
C0002317,LINE-000005531,voice,EIP-8739686112,743664203850012.0,572891966104310.0,1,0,0,1,imei_mismatch_swap
C0002317,LINE-000005532,voice,EIP-6750486381,572891966104310.0,743664203850012.0,1,0,0,1,imei_mismatch_swap
C0002320,LINE-000005540,voice,EIP-8489263462,170222146909159.0,170222146909159.0,0,0,0,0,imei_mismatch_swap
C0002320,LINE-000005541,voice,EIP-2072055334,421500285399483.0,421500285399483.0,0,0,0,0,imei_mismatch_swap
C0002332,LINE-000005569,voice,EIP-7049952120,120513293912068.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002333,LINE-000005572,voice,EIP-9296122427,295318766279218.0,824074871752749.0,1,0,0,1,
C0002334,LINE-000005576,5g_home_internet,EIP-8574048069,738652567772251.0,256145841762072.0,1,0,0,1,
C0002360,LINE-000005624,voice,EIP-4085898203,777134649581361.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002360,LINE-000005625,voice,EIP-7995618775,154458666689428.0,777134649581361.0,1,0,0,1,imei_mismatch_swap
C0002360,LINE-000005629,5g_home_internet,EIP-5601969280,639585206195532.0,154458666689428.0,1,0,0,1,
C0002363,LINE-000005640,5g_home_internet,EIP-7814231934,17730154129592.0,517886711867471.0,1,0,0,1,
C0002364,LINE-000005642,voice,EIP-3374327139,357074975842251.0,901025574726490.0,1,0,0,1,imei_mismatch_swap
C0002364,LINE-000005645,voice,EIP-5546377335,901025574726490.0,357074975842251.0,1,0,0,1,imei_mismatch_swap
C0002374,LINE-000005665,5g_home_internet,EIP-5481612293,320652764944334.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002385,LINE-000005688,voice,EIP-4572856165,44334608758535.0,715565997083506.0,1,0,0,1,imei_mismatch_swap
C0002385,LINE-000005689,voice,EIP-7742453596,715565997083506.0,44334608758535.0,1,0,0,1,imei_mismatch_swap
C0002390,LINE-000005700,5g_home_internet,EIP-8277275761,602577066130714.0,445659400927931.0,1,0,0,1,
C0002391,LINE-000005701,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0002392,LINE-000005705,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0002392,LINE-000005706,5g_home_internet,EIP-3726568587,665939549234206.0,125753564715960.0,1,0,0,1,
C0002393,LINE-000005707,voice,EIP-9639218384,541866233649135.0,695889576153276.0,1,0,0,1,
C0002394,LINE-000005710,voice,EIP-6500677688,181482820484804.0,522708267594194.0,1,0,0,1,imei_mismatch_swap
C0002394,LINE-000005712,voice,EIP-8231926290,522708267594194.0,181482820484804.0,1,0,0,1,imei_mismatch_swap
C0002400,LINE-000005723,voice,EIP-5427240996,655684124310169.0,814985283307452.0,1,0,0,1,imei_mismatch_swap
C0002400,LINE-000005724,voice,EIP-7777915566,814985283307452.0,655684124310169.0,1,0,0,1,imei_mismatch_swap
C0002401,LINE-000005725,voice,EIP-5995392657,936744601675960.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002403,LINE-000005729,voice,EIP-6749447734,57754691451918.0,895121198987603.0,1,0,0,1,imei_mismatch_swap
C0002403,LINE-000005731,voice,EIP-2073401974,895121198987603.0,57754691451918.0,1,0,0,1,imei_mismatch_swap
C0002403,LINE-000005732,5g_home_internet,EIP-6606266149,274269040324468.0,57754691451918.0,1,0,0,1,
C0002408,LINE-000005740,voice,EIP-2678550297,440257109124419.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002409,LINE-000005744,voice,EIP-7298085028,180131901398083.0,983427167304002.0,1,0,0,1,
C0002410,LINE-000005746,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0002416,LINE-000005766,5g_home_internet,EIP-9669372873,989831691238624.0,417416485163876.0,1,0,0,1,
C0002454,LINE-000005841,voice,EIP-6081606815,174897022714554.0,873032623824791.0,1,0,0,1,
C0002463,LINE-000005863,voice,EIP-6382052410,575760112926577.0,595538925301380.0,1,0,0,1,
C0002463,LINE-000005865,5g_home_internet,EIP-2010043194,143816513268234.0,833041308103204.0,1,0,0,1,
C0002464,LINE-000005867,5g_home_internet,EIP-1368431195,357506208058441.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002475,LINE-000005892,voice,EIP-1172288289,599114481601713.0,207390016061270.0,1,0,0,1,imei_mismatch_swap
C0002475,LINE-000005893,voice,EIP-3089973496,207390016061270.0,599114481601713.0,1,0,0,1,imei_mismatch_swap
C0002479,LINE-000005907,5g_home_internet,EIP-6552905142,109076946592694.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002485,LINE-000005925,voice,EIP-8497984870,559519304986192.0,528470250255521.0,1,0,0,1,imei_mismatch_swap
C0002485,LINE-000005926,voice,EIP-4912685116,528470250255521.0,559519304986192.0,1,0,0,1,imei_mismatch_swap
C0002490,LINE-000005935,voice,EIP-9557994256,187490725208905.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002493,LINE-000005947,voice,EIP-2409308315,887752816358409.0,876404751724133.0,1,0,0,1,imei_mismatch_swap
C0002493,LINE-000005948,voice,EIP-9419534729,876404751724133.0,887752816358409.0,1,0,0,1,imei_mismatch_swap
C0002496,LINE-000005952,voice,EIP-7420339507,434823192978795.0,560678878704217.0,1,0,0,1,
C0002496,LINE-000005955,voice,EIP-6049667861,685734573462053.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002499,LINE-000005963,5g_home_internet,EIP-4119458812,83046980457156.0,712091748009176.0,1,0,0,1,
C0002503,LINE-000005971,voice,EIP-7413191712,563069021417990.0,121533252285076.0,1,0,0,1,imei_mismatch_swap
C0002503,LINE-000005972,voice,EIP-6470675185,121533252285076.0,563069021417990.0,1,0,0,1,imei_mismatch_swap
C0002509,LINE-000005987,voice,EIP-5212944941,208834256000303.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002510,LINE-000005990,voice,EIP-4218844889,249498652543709.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002510,LINE-000005991,voice,EIP-4544365659,572480090428146.0,249498652543709.0,1,0,0,1,imei_mismatch_swap
C0002521,LINE-000006012,voice,EIP-6842956842,2590132100707.0,905440613434353.0,1,0,0,1,
C0002523,LINE-000006014,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0002525,LINE-000006021,voice,EIP-4282550544,787371564146156.0,595959479277627.0,1,0,0,1,
C0002531,LINE-000006039,voice,EIP-8557325099,172721373406033.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002534,LINE-000006044,voice,EIP-8637091456,761690729437036.0,761690729437036.0,0,0,0,0,imei_mismatch_swap
C0002534,LINE-000006047,voice,EIP-8276510168,200802529158040.0,761690729437036.0,1,0,0,1,imei_mismatch_swap
C0002547,LINE-000006071,voice,EIP-9695003206,221026720147198.0,507100761249760.0,1,0,0,1,imei_mismatch_swap
C0002547,LINE-000006072,voice,EIP-7946139135,507100761249760.0,221026720147198.0,1,0,0,1,imei_mismatch_swap
C0002554,LINE-000006088,voice,EIP-7004655205,275948428555844.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002555,LINE-000006092,5g_home_internet,EIP-5749961292,248819094384513.0,205843769081543.0,1,0,0,1,
C0002571,LINE-000006129,voice,EIP-8870640116,716339060255937.0,262989304196804.0,1,0,0,1,
C0002574,LINE-000006135,voice,EIP-4809511220,656009624964314.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002581,LINE-000006150,voice,EIP-2137385736,219695238082995.0,308274077916588.0,1,0,0,1,
C0002595,LINE-000006184,5g_home_internet,EIP-9920943098,814549208077456.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002614,LINE-000006224,voice,EIP-4162317239,736890794036320.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002627,LINE-000006250,voice,EIP-7777085118,641755112860527.0,884713820382479.0,1,0,0,1,imei_mismatch_swap
C0002627,LINE-000006251,voice,EIP-5127666482,884713820382479.0,641755112860527.0,1,0,0,1,imei_mismatch_swap
C0002633,LINE-000006262,voice,EIP-1962896915,776817809325046.0,938221629287727.0,1,0,0,1,
C0002638,LINE-000006274,voice,EIP-1644378386,834326985471396.0,813440708554681.0,1,0,0,1,
C0002646,LINE-000006289,voice,EIP-6563649718,176435217496353.0,801700977543882.0,1,0,0,1,imei_mismatch_swap
C0002646,LINE-000006290,voice,EIP-4353377549,801700977543882.0,176435217496353.0,1,0,0,1,imei_mismatch_swap
C0002648,LINE-000006294,voice,EIP-2053772175,537699771110803.0,398498910316202.0,1,0,0,1,imei_mismatch_swap
C0002648,LINE-000006296,voice,EIP-6646251077,398498910316202.0,398498910316202.0,0,0,0,0,imei_mismatch_swap
C0002655,LINE-000006310,voice,EIP-4909915459,399553539462274.0,534514758839150.0,1,0,0,1,imei_mismatch_swap
C0002655,LINE-000006311,voice,EIP-4114804024,534514758839150.0,399553539462274.0,1,0,0,1,imei_mismatch_swap
C0002656,LINE-000006312,voice,EIP-9018046475,60874763088504.0,419621001400791.0,1,0,0,1,imei_mismatch_swap
C0002656,LINE-000006314,voice,EIP-7038121168,480888860217720.0,60874763088504.0,1,0,0,1,imei_mismatch_swap
C0002664,LINE-000006328,voice,EIP-7396714923,278815481855559.0,614823026314651.0,1,0,0,1,imei_mismatch_swap
C0002664,LINE-000006329,voice,EIP-4354155845,614823026314651.0,278815481855559.0,1,0,0,1,imei_mismatch_swap
C0002667,LINE-000006338,voice,EIP-1195049243,389220692746415.0,2487534703701.0,1,0,0,1,
C0002668,LINE-000006344,5g_home_internet,EIP-7380578596,503740154434367.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002676,LINE-000006364,5g_home_internet,EIP-1019242520,685960371670769.0,982071158705819.0,1,0,0,1,
C0002677,LINE-000006365,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0002677,LINE-000006367,5g_home_internet,EIP-1019364864,240936978517022.0,820999286149742.0,1,0,0,1,
C0002678,LINE-000006368,voice,EIP-4089210487,86435022424818.0,76110696177081.0,1,0,0,1,
C0002680,LINE-000006373,voice,EIP-1297736066,811293901825400.0,811293901825400.0,0,0,0,0,imei_mismatch_swap
C0002680,LINE-000006374,voice,EIP-5676734090,906324512709489.0,811293901825400.0,1,0,0,1,imei_mismatch_swap
C0002684,LINE-000006382,voice,EIP-4970659126,1343593192220.0,996890477432545.0,1,0,0,1,
C0002691,LINE-000006396,voice,EIP-8836388686,523478314931753.0,437391925880102.0,1,0,0,1,imei_mismatch_swap
C0002691,LINE-000006397,voice,EIP-3478576368,437391925880102.0,523478314931753.0,1,0,0,1,imei_mismatch_swap
C0002695,LINE-000006407,voice,EIP-9656489024,505862545028926.0,134045290288264.0,1,0,0,1,
C0002697,LINE-000006414,voice,EIP-3700424086,968688723918167.0,560210718852586.0,1,0,0,1,
C0002699,LINE-000006420,voice,EIP-2000154181,207199612500232.0,221531387896106.0,1,0,0,1,
C0002700,LINE-000006422,voice,EIP-4828836336,918173787998625.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002706,LINE-000006435,voice,EIP-2962661378,778998282797952.0,858625569948363.0,1,0,0,1,
C0002724,LINE-000006473,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0002726,LINE-000006476,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0002735,LINE-000006495,5g_home_internet,EIP-2039316624,633279359161677.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002739,LINE-000006504,voice,EIP-2404037027,313413291120302.0,970915637364579.0,1,0,0,1,imei_mismatch_swap
C0002739,LINE-000006505,voice,EIP-4940691579,970915637364579.0,313413291120302.0,1,0,0,1,imei_mismatch_swap
C0002742,LINE-000006510,5g_home_internet,EIP-5423264139,203542823958565.0,295385408113607.0,1,0,0,1,
C0002745,LINE-000006515,voice,EIP-5002603613,611657652767859.0,782051609689123.0,1,0,0,1,
C0002748,LINE-000006523,voice,EIP-2673174450,688205649166786.0,825218322299328.0,1,0,0,1,imei_mismatch_swap
C0002748,LINE-000006525,voice,EIP-9861148123,825218322299328.0,688205649166786.0,1,0,0,1,imei_mismatch_swap
C0002758,LINE-000006542,voice,EIP-8829599424,871943287372686.0,984336364802661.0,1,0,0,1,
C0002760,LINE-000006548,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0002769,LINE-000006565,5g_home_internet,EIP-5685910471,587096810987634.0,651971449516403.0,1,0,0,1,
C0002774,LINE-000006577,voice,EIP-7845261680,726772874709785.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002777,LINE-000006586,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0002783,LINE-000006602,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0002785,LINE-000006608,voice,EIP-7117337140,22989008067583.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002786,LINE-000006612,voice,EIP-2528463347,591547851914508.0,31173816235912.0,1,0,0,1,imei_mismatch_swap
C0002786,LINE-000006613,voice,EIP-1984720873,31173816235912.0,591547851914508.0,1,0,0,1,imei_mismatch_swap
C0002806,LINE-000006648,voice,EIP-9958597437,168221945482172.0,562881993559736.0,1,0,0,1,imei_mismatch_swap
C0002806,LINE-000006650,voice,EIP-4658487314,562881993559736.0,168221945482172.0,1,0,0,1,imei_mismatch_swap
C0002808,LINE-000006653,voice,EIP-2866773597,979759728947466.0,110037389254059.0,1,0,0,1,imei_mismatch_swap
C0002808,LINE-000006654,voice,EIP-3578785385,110037389254059.0,979759728947466.0,1,0,0,1,imei_mismatch_swap
C0002809,LINE-000006657,voice,EIP-7360267166,105418499894783.0,954363183980506.0,1,0,0,1,
C0002819,LINE-000006681,5g_home_internet,EIP-8403117894,657817631186785.0,81442906324209.0,1,0,0,1,
C0002828,LINE-000006697,voice,EIP-7017108143,153918314340636.0,714220837340772.0,1,0,0,1,
C0002829,LINE-000006700,voice,EIP-9122749472,924597508424055.0,343707225294874.0,1,0,0,1,imei_mismatch_swap
C0002829,LINE-000006701,voice,EIP-8103056646,343707225294874.0,924597508424055.0,1,0,0,1,imei_mismatch_swap
C0002832,LINE-000006709,5g_home_internet,EIP-8649163539,931290510798143.0,686054113926138.0,1,0,0,1,
C0002835,LINE-000006717,voice,EIP-4905122319,688360168461897.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002841,LINE-000006733,voice,EIP-8221240939,855774957036055.0,80561626969647.0,1,0,0,1,imei_mismatch_swap
C0002841,LINE-000006735,voice,EIP-8601625960,80561626969647.0,855774957036055.0,1,0,0,1,imei_mismatch_swap
C0002844,LINE-000006745,voice,EIP-4242061059,775726096762060.0,775726096762060.0,0,0,0,0,imei_mismatch_swap
C0002844,LINE-000006747,voice,EIP-4007269721,513538421599080.0,513538421599080.0,0,0,0,0,imei_mismatch_swap
C0002847,LINE-000006755,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0002857,LINE-000006774,voice,EIP-3169553365,163740300754931.0,428373255424322.0,1,0,0,1,imei_mismatch_swap
C0002857,LINE-000006775,voice,EIP-4783967719,428373255424322.0,163740300754931.0,1,0,0,1,imei_mismatch_swap
C0002860,LINE-000006779,5g_home_internet,EIP-9897496653,810531940572434.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002861,LINE-000006780,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0002862,LINE-000006781,voice,EIP-6938874320,579930006787460.0,949791166515419.0,1,0,0,1,imei_mismatch_swap
C0002862,LINE-000006782,voice,EIP-3400563080,949791166515419.0,579930006787460.0,1,0,0,1,imei_mismatch_swap
C0002863,LINE-000006783,voice,EIP-6518011279,366860553193633.0,366860553193633.0,0,0,0,0,imei_mismatch_swap
C0002863,LINE-000006784,voice,EIP-8190697206,123481025162517.0,465831249105150.0,1,0,0,1,imei_mismatch_swap
C0002864,LINE-000006786,voice,EIP-1717951882,673206933448909.0,890777465382678.0,1,0,0,1,imei_mismatch_swap
C0002864,LINE-000006787,voice,EIP-2623664897,890777465382678.0,673206933448909.0,1,0,0,1,imei_mismatch_swap
C0002868,LINE-000006795,voice,EIP-3407998636,302097241339024.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002873,LINE-000006811,5g_home_internet,EIP-3024788588,977108557533988.0,575482370202760.0,1,0,0,1,
C0002891,LINE-000006859,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0002897,LINE-000006877,voice,EIP-3285377872,763103679501950.0,48445885654050.0,1,0,0,1,
C0002901,LINE-000006886,voice,EIP-2701065916,682881088400135.0,682881088400135.0,0,0,0,0,imei_mismatch_swap
C0002901,LINE-000006887,voice,EIP-7983452499,924480213964799.0,682881088400135.0,1,0,0,1,imei_mismatch_swap
C0002911,LINE-000006908,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0002911,LINE-000006909,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0002923,LINE-000006937,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0002925,LINE-000006941,voice,EIP-5298310006,784300523961861.0,374055011819181.0,1,0,0,1,
C0002935,LINE-000006960,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0002938,LINE-000006964,voice,EIP-8945197233,455459068859840.0,669128970178642.0,1,0,0,1,imei_mismatch_swap
C0002938,LINE-000006965,voice,EIP-3478286849,669128970178642.0,455459068859840.0,1,0,0,1,imei_mismatch_swap
C0002944,LINE-000006974,voice,EIP-2833624646,186428523028199.0,355546061216083.0,1,0,0,1,
C0002946,LINE-000006979,voice,EIP-9203754704,807527438772117.0,340584907023156.0,1,0,0,1,
C0002952,LINE-000006987,voice,EIP-3222936009,593970536540206.0,327679434175702.0,1,0,0,1,
C0002960,LINE-000007004,voice,EIP-7231048700,640962882741727.0,480789698119000.0,1,0,0,1,
C0002963,LINE-000007012,voice,EIP-2793198559,630795774315851.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002976,LINE-000007042,voice,EIP-6436909196,642134782512155.0,428400676828523.0,1,0,0,1,imei_mismatch_swap
C0002976,LINE-000007043,voice,EIP-5955403623,428400676828523.0,642134782512155.0,1,0,0,1,imei_mismatch_swap
C0002982,LINE-000007054,voice,EIP-1312915330,203274177593133.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002984,LINE-000007057,voice,EIP-4310891291,592065671772039.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002984,LINE-000007058,voice,EIP-8681053483,432938394639883.0,592065671772039.0,1,0,0,1,imei_mismatch_swap
C0002985,LINE-000007061,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0002986,LINE-000007063,voice,EIP-9555632060,859588882814248.0,819605972362460.0,1,0,0,1,imei_mismatch_swap
C0002986,LINE-000007064,voice,EIP-9979772145,819605972362460.0,859588882814248.0,1,0,0,1,imei_mismatch_swap
C0002987,LINE-000007068,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0002992,LINE-000007080,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0002993,LINE-000007082,voice,EIP-6310608131,483103155456032.0,846622809114421.0,1,0,0,1,
C0002994,LINE-000007085,voice,EIP-1457954051,707390522414742.0,569698139094781.0,1,0,0,1,imei_mismatch_swap
C0002994,LINE-000007087,voice,EIP-2129528629,569698139094781.0,707390522414742.0,1,0,0,1,imei_mismatch_swap
C0002999,LINE-000007097,voice,EIP-9720149861,492680770645755.0,,0,1,0,1,missing_usage_imei_capture_failure
C0002999,LINE-000007099,5g_home_internet,EIP-1461660733,470487195962127.0,492680770645755.0,1,0,0,1,
C0003007,LINE-000007119,voice,EIP-8325770819,257748783047624.0,,0,1,0,1,missing_usage_imei_capture_failure
C0003010,LINE-000007127,voice,EIP-3896264181,682550120365763.0,36476079320042.0,1,0,0,1,imei_mismatch_swap
C0003010,LINE-000007129,voice,EIP-2244443903,36476079320042.0,682550120365763.0,1,0,0,1,imei_mismatch_swap
C0003020,LINE-000007144,voice,EIP-5461310030,189549500959143.0,909474226496298.0,1,0,0,1,imei_mismatch_swap
C0003020,LINE-000007145,voice,EIP-5937241528,909474226496298.0,189549500959143.0,1,0,0,1,imei_mismatch_swap
C0003022,LINE-000007150,5g_home_internet,EIP-8306581963,870800835861595.0,362013352922241.0,1,0,0,1,
C0003025,LINE-000007152,voice,EIP-4991623203,573529845732500.0,105500777898572.0,1,0,0,1,imei_mismatch_swap
C0003025,LINE-000007155,voice,EIP-7462610680,105500777898572.0,573529845732500.0,1,0,0,1,imei_mismatch_swap
C0003026,LINE-000007159,voice,EIP-2645539597,998300601940313.0,715560912011794.0,1,0,0,1,imei_mismatch_swap
C0003026,LINE-000007161,voice,EIP-7592429791,715560912011794.0,998300601940313.0,1,0,0,1,imei_mismatch_swap
C0003034,LINE-000007175,voice,EIP-9511688691,276876831706716.0,54532226294019.0,1,0,0,1,imei_mismatch_swap
C0003034,LINE-000007176,voice,EIP-3802124065,54532226294019.0,276876831706716.0,1,0,0,1,imei_mismatch_swap
C0003053,LINE-000007208,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0003064,LINE-000007236,voice,EIP-6567745166,974043707274978.0,936484755859092.0,1,0,0,1,
C0003065,LINE-000007242,5g_home_internet,EIP-6310286360,352328860737659.0,80674683506198.0,1,0,0,1,
C0003068,LINE-000007246,voice,EIP-9547505010,628359303941229.0,830249400624205.0,1,0,0,1,imei_mismatch_swap
C0003068,LINE-000007247,voice,EIP-1104096112,830249400624205.0,,0,1,0,1,missing_usage_imei_capture_failure
C0003076,LINE-000007264,5g_home_internet,EIP-7767100660,37882740705219.0,446754519654109.0,1,0,0,1,
C0003078,LINE-000007267,voice,EIP-4966034618,517011411377558.0,544344365406.0,1,0,0,1,
C0003091,LINE-000007298,voice,EIP-9477033642,768564707577049.0,710625275454428.0,1,0,0,1,
C0003091,LINE-000007299,5g_home_internet,EIP-4634721353,504412138707739.0,,0,1,0,1,missing_usage_imei_capture_failure
C0003096,LINE-000007308,5g_home_internet,EIP-9627031889,163220545574117.0,541220958586366.0,1,0,0,1,
C0003104,LINE-000007322,voice,EIP-5685734229,485228500398721.0,,0,1,0,1,missing_usage_imei_capture_failure
C0003106,LINE-000007326,voice,EIP-8215151471,41299590515360.0,916398146948325.0,1,0,0,1,imei_mismatch_swap
C0003106,LINE-000007327,voice,EIP-1687980585,916398146948325.0,41299590515360.0,1,0,0,1,imei_mismatch_swap
C0003112,LINE-000007340,5g_home_internet,EIP-9254983849,916494829341288.0,,0,1,0,1,missing_usage_imei_capture_failure
C0003129,LINE-000007381,voice,EIP-8268301667,567200714364084.0,632418825994022.0,1,0,0,1,
C0003133,LINE-000007394,voice,EIP-7893330163,246941883717059.0,14267123358533.0,1,0,0,1,imei_mismatch_swap
C0003133,LINE-000007395,voice,EIP-7497106980,14267123358533.0,246941883717059.0,1,0,0,1,imei_mismatch_swap
C0003142,LINE-000007417,5g_home_internet,EIP-4410307136,759521641331716.0,,0,1,0,1,missing_usage_imei_capture_failure
C0003143,LINE-000007418,voice,EIP-7941769887,648009681364246.0,116161860651721.0,1,0,0,1,imei_mismatch_swap
C0003143,LINE-000007419,voice,EIP-1145507405,244176449866558.0,648009681364246.0,1,0,0,1,imei_mismatch_swap
C0003143,LINE-000007421,voice,EIP-7682596327,116161860651721.0,116161860651721.0,0,0,0,0,imei_mismatch_swap
C0003144,LINE-000007423,voice,EIP-3004436797,994285317335512.0,,0,1,0,1,missing_usage_imei_capture_failure
C0003149,LINE-000007443,5g_home_internet,EIP-4531677214,209832968785894.0,766256292653554.0,1,0,0,1,
C0003151,LINE-000007450,5g_home_internet,EIP-6348941298,375213845199240.0,,0,1,0,1,missing_usage_imei_capture_failure
C0003167,LINE-000007488,voice,EIP-3607049999,36592256530158.0,872398258163660.0,1,0,0,1,
C0003171,LINE-000007497,voice,EIP-4561925553,277216830331576.0,,0,1,0,1,missing_usage_imei_capture_failure
C0003176,LINE-000007505,voice,EIP-3268028051,284929665343031.0,,0,1,0,1,missing_usage_imei_capture_failure
C0003177,LINE-000007507,5g_home_internet,EIP-9056443289,98643113110470.0,839212739628082.0,1,0,0,1,
C0003179,LINE-000007511,voice,EIP-4849382708,224396850795345.0,422456985584289.0,1,0,0,1,
C0003187,LINE-000007529,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0003194,LINE-000007543,5g_home_internet,EIP-2957361518,692933609404505.0,473146478561281.0,1,0,0,1,
C0003196,LINE-000007547,voice,EIP-6186097232,300419862519051.0,128988685087973.0,1,0,0,1,imei_mismatch_swap
